x,y
0.025001433105707727,-0.9996874153183283
0.6394348594819637,-0.7688460198066833
-0.0684585264556418,-0.9976539631344468
0.992869373301786,-0.11920741402831656
-1.923831751052417,0.15962533143818122
0.49534129610049626,0.868698451925339
0.11307277847244719,0.9935867082285877
-0.8537412223936668,-0.5206975371420222
-0.9864736844900722,0.16391970563670066
-0.9094739170876438,0.4157609819803413
-0.48270780344986836,-0.8757814661709866
0.4655874748301247,0.8850018662586583
0.8384676946236959,-0.5449513052304992
0.46223174994552096,-0.8867591608448719
0.0004584370863817611,0.9999998949177134
-0.5273719281831855,-0.8496345387072898
-0.6333821883195265,0.7738391414879132
-0.998909083981458,-0.04669734402859249
0.9173057798540372,-0.3981835082551469
-0.9748611110764016,0.22281340648821776
0.7888197413438117,-0.6146246136189814
0.9486768292391727,-0.31624717178926587
0.032913979686525215,0.9994581881905791
-0.3074748097602525,-0.951556220810361
0.980785237127598,-0.1950905395772978
0.8318092743792049,-0.5550616860491742
-0.5974483779243234,0.8019073735261417
-0.9978455344067048,-0.0656070839513369
0.8008910191528844,-0.5988101330474077
-0.027338084526747842,-0.9996262447206999
0.7385324182504683,0.6742179671242198
0.41032464968506666,0.9119395165584323
0.9320599472807858,0.36230409144106956
-0.6708263692283286,-0.7416144431899491
-0.30177248080833113,-0.9533826112978621
0.07321783065218108,0.9973159726358484
0.6618763474259881,0.7496130339835564
-0.15631144015779966,0.9877078179683476
-0.9271622647441174,0.37466002566935136
-0.737599733066769,0.6752382052134129
0.96788216240159,0.25140429531895897
-0.37550686268157724,-0.9268196135597472
-0.765340775796832,0.6436252767742293
-0.060939496488907806,-0.9981414619339585
0.3916294332010882,-0.9201230282144853
-0.674986205699912,0.73783034778656
-0.7537745127858976,0.6571331553607554
0.7057123286374308,-0.7084984892073763
-0.6410718213945126,-0.7674808921490631
-0.5000891622130313,0.8659739198403439
-0.7686641248777469,0.6396526112867261
0.626147012402454,0.7797050204144392
0.7416446080027209,-0.670793019806028
-0.6345691057861989,-0.7728661268173835
-0.92224959941593,0.38659497717528163
0.9247240581341353,0.3806381698174394
0.5028361812334436,0.8643817298176583
-0.6451952542419558,-0.7640177248622297
0.874384567650607,-0.48523358071598977
-0.6533234582215264,-0.7570788987532711
-0.34972795141541285,-0.9368513009005209
0.23347202896414015,0.9723635182848891
0.5727437469520819,-0.8197344694029216
0.8347448185515595,0.5506369837754491
0.15185200944714863,-0.9884032412061704
0.0892809783133644,-0.9960069161482823
-0.015555254678385255,-0.9998799855040919
0.4457920106994206,0.8951365723712598
0.3416886764144813,-1.0600117410838084
-0.37203942051781325,-0.9282169302381689
-0.5844062045904842,-0.8114612671200919
0.6897573554908941,-0.7240406000675709
-0.5487675627980199,-0.8359749769106257
-0.880306141171744,0.474406047405926
-0.9992704878116101,0.038190210640250105
0.012592552033325145,-0.9999207106732453
0.6298895054815019,0.7766847564387169
-0.8621391118425933,-0.5066716410371433
-0.5370667564067794,-0.8435397436770257
0.7743247900951182,-0.6327883686068755
0.7804061745046136,-0.6252729026553722
0.6609333074387171,0.7504446436067875
-0.9120843822214971,-0.4100025362209723
0.010621553735849451,0.9999435897070577
-0.9857689235962817,-0.16810600605519188
-0.8604938077061255,0.5094608983027191
0.9164063878514215,-0.40024908782545665
-0.04686479692278778,-0.9989012417698687
-0.28052307970569573,-0.959847280431857
0.694076341916099,-0.7199014040772294
0.5177350621826693,-0.8555410015812847
-0.8077053326186179,0.5895863767586967
-0.18722920126486864,0.982316255690457
-0.9688169828891201,0.24777742767577152
0.08556375174718314,0.996332697640174
0.7922022953724835,-0.6102585707768209
-0.979712152857934,0.20044154119485816
-0.9936019056901372,0.1129412031949549
-0.7798165260776764,0.6260081354669922
0.6136052719148132,-0.7896129243359357
